Reference #,START DATE,END DATE,VendorNumber,Category MATERIAL GROUP,Category NAME,Vendor performance,ParentOANumber2,OA number,RestrictedUSVendor,PurchasingGroupNumber,AutoPOCategory,MaxAutoPOValueEx,AutoPOType,AuthorizationGroupName,AribaSupplierGroup
1685,2020-12-07,2027-12-13,58757637,2792,Site Safety Svcs,Average,440002344,440002344,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2667,2020-03-09,2023-12-27,59575137,2702,Equip Rental,Excellent,440002213,440002213,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1698,2020-12-07,2027-12-13,58933837,2792,Site Safety Svcs,Average,440002360,440002360,N,141,No Auto-PO,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1861,2024-02-20,2027-12-13,57018637,2792,Site Safety Svcs,Good,600001397,600001397,N,135,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1870,2024-12-14,2027-12-13,57409437,2862,Vegetation Mgmt,Average,600001922,600001922,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1876,2024-12-14,2027-12-13,57828537,2862,Vegetation Mgmt,Average,600001943,600001943,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2672,2020-05-15,2024-11-12,59581237,2792,Site Safety Svcs,Average,440002245,440002245,N,119,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1992,2010-12-13,2027-12-13,53673537,1692,IT,Poor,600001149,600001149,Y,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
2113,2020-01-07,2027-12-13,59201837,1832,EV Equip & Services,Good,440002157,440002157,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2118,2024-12-27,2027-12-13,54480937,1692,IT,Developing,600001966,600001966,Y,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2177,2020-12-14,2027-12-13,57204037,2642,Contingent Labour,Developing,440002337,440002337,N,135,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2182,2020-12-14,2027-12-13,57212237,2642,Contingent Labour,Poor,440002343,440002343,N,135,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2678,2018-10-30,2024-03-13,59593039,1622,Construct Material,Developing,440001864,440001864,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2679,2018-10-30,2024-03-13,59593040,1622,Construct Material,Good,440001865,440001865,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2680,2018-10-30,2024-03-13,59593041,1622,Construct Material,Excellent,440001867,440001867,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2681,2018-10-30,2024-03-13,59593042,1622,Construct Material,Good,440001869,440001869,N,110,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2682,2018-10-30,2024-03-13,59593043,1622,Construct Material,Excellent,440001851,440001851,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2683,2018-10-30,2024-03-13,59593044,1622,Construct Material,Developing,440001853,440001853,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2684,2018-10-30,2024-03-13,59593045,1622,Construct Material,Excellent,440001854,440001854,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2685,2018-10-30,2024-03-13,59593046,1622,Construct Material,Excellent,440001859,440001859,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2686,2018-10-30,2024-03-13,59593047,1622,Construct Material,Excellent,440001860,440001860,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2687,2018-10-30,2024-03-13,59593048,1622,Construct Material,Poor,440001925,440001925,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2688,2018-10-30,2024-03-13,59593049,1622,Construct Material,Excellent,440001923,440001923,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2689,2018-10-30,2024-03-13,59593050,1622,Construct Material,Good,440001924,440001924,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2690,2018-10-30,2024-03-13,59593051,1622,Construct Material,Good,440001927,440001927,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2691,2012-10-15,2021-04-14,59593052,2622,Construction Equip,Developing,439999897,439999897,N,112,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2692,2021-04-15,2024-04-13,59593052,2622,Construction Equip,Good,440002401,440002401,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2693,2018-10-30,2024-03-13,59593053,1622,Construct Material,Good,440001863,440001863,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2694,2018-10-30,2024-03-13,59593054,1622,Construct Material,Good,440001852,440001852,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2695,2018-10-30,2024-03-13,59593055,1622,Construct Material,Excellent,440001856,440001856,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2696,2018-10-30,2024-03-13,59593056,1622,Construct Material,Poor,440001857,440001857,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2697,2018-10-30,2024-03-13,59593057,1622,Construct Material,Good,440001861,440001861,N,110,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2698,2018-10-30,2024-03-13,59593058,1622,Construct Material,Excellent,440001926,440001926,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2699,2018-10-30,2024-03-13,59593059,1622,Construct Material,Good,440001934,440001934,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2700,2018-10-30,2024-03-13,59593060,1622,Construct Material,Excellent,440001935,440001935,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2701,2020-10-28,2024-03-13,59593061,1622,Construct Material,Good,440002317,440002317,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2187,2017-11-13,2027-12-13,59208937,2742,Legal Svcs,Excellent,440002354,440002354,N,111,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2188,2020-12-07,2027-12-13,58990737,2792,Site Safety Svcs,Average,440002355,440002355,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2704,2021-04-15,2024-04-13,59605437,2622,Construction Equip,Developing,440002469,440002469,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2705,2021-02-27,2024-05-28,59607537,2762,Marketing & Commun,Excellent,440002397,440002397,N,132,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2189,2020-12-14,2027-12-13,57207737,2642,Contingent Labour,Good,440002358,440002358,N,135,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,
2198,2025-12-14,2027-12-13,58838137,2782,Quality Mgmt/Inspect,Excellent,600002518,600002518,N,107,No Auto-PO,"10,000,000.00 CAD",FO,NON-CONFIDENTIAL,Service Entry Sheet First
2200,2025-12-14,2027-12-13,57645637,2782,Quality Mgmt/Inspect,Excellent,600002519,600002519,N,107,No Auto-PO,"10,000,000.00 CAD",FO,NON-CONFIDENTIAL,Service Entry Sheet First
2709,2018-11-13,2024-09-13,59614037,2752,Line Svc,Excellent,440001811,440001811,N,324,No Auto-PO,"10,000,000.00 CAD",#,SITE C,Service Entry Sheet First
2202,2025-12-14,2027-12-13,59273237,2782,Quality Mgmt/Inspect,Average,600002520,600002520,N,107,No Auto-PO,"10,000,000.00 CAD",FO,NON-CONFIDENTIAL,Service Entry Sheet First
2217,2024-12-14,2027-12-13,57791438,2782,Quality Mgmt/Inspect,Good,600001873,600001873,N,140,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
2338,2024-12-14,2027-12-13,59167337,2752,Line Svc,Good,600001865,600001865,N,103,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2339,2024-12-14,2027-12-13,59167337,2782,Quality Mgmt/Inspect,Poor,600001875,600001875,N,140,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2383,2025-02-05,2027-12-13,56875637,1832,EV Equip & Services,Poor,600002015,600002015,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
2411,2023-04-16,2027-12-13,57587138,1692,IT,Poor,600000990,600000990,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
2439,2024-12-14,2027-12-13,59169637,2782,Quality Mgmt/Inspect,Good,600001876,600001876,N,140,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2441,2025-09-01,2027-12-13,59163237,1692,IT,Excellent,600002384,600002384,N,141,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,
2446,2020-12-07,2027-12-13,59283537,2792,Site Safety Svcs,Excellent,440002331,440002331,N,103,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2521,2021-08-15,2027-12-13,59415437,1692,IT,Excellent,599999776,599999776,N,324,No Auto-PO,"10,000,000.00 CAD",#,SITE C,Service Entry Sheet First
2525,2025-12-30,2027-12-13,59422337,2732,General Construction,Excellent,600002545,600002545,N,324,No Auto-PO,"10,000,000.00 CAD",#,SITE C,Service Entry Sheet First
2547,2024-12-14,2027-12-13,59446237,2862,Vegetation Mgmt,Excellent,600001957,600001957,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2552,2024-12-14,2027-12-13,59448737,1692,IT,Poor,600001996,600001996,N,129,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2619,2024-12-14,2027-12-13,59520337,2782,Quality Mgmt/Inspect,Average,600001874,600001874,N,140,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2702,2020-05-30,2027-12-13,59594037,1692,IT,Excellent,440002258,440002258,Y,129,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2779,2025-12-13,2027-12-13,59679837,2792,Site Safety Svcs,Average,440002345,440002345,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2782,2020-12-14,2027-12-13,59681237,2642,Contingent Labour,Average,440002334,440002334,N,135,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2914,2024-12-14,2027-12-13,59754137,2862,Vegetation Mgmt,Good,600001945,600001945,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2915,2024-12-14,2027-12-13,59754137,2862,Vegetation Mgmt,Good,600001955,600001955,N,141,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2921,2024-12-14,2027-12-13,59758437,2752,Line Svc,Excellent,600001866,600001866,N,103,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2730,2019-02-19,2025-04-14,59621837,1652,Distribution Transf,Good,429999528,429999528,N,706,No Auto-PO,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2923,2024-12-14,2027-12-13,59759937,2862,Vegetation Mgmt,Good,600002138,600002138,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2732,2021-09-13,2022-06-14,59621837,1802,Switchgear,Average,439999494,439999494,N,323,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2733,2021-09-13,2022-06-14,59621837,1802,Switchgear,Excellent,440000052,440000052,N,323,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
3026,2023-02-26,2027-12-13,60044437,2682,Environment Svc,Poor,600000918,600000918,N,126,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
3054,2023-12-26,2027-12-13,60120837,2792,Site Safety Svcs,Poor,600001286,600001286,N,135,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3083,2024-12-14,2027-12-13,60294437,2862,Vegetation Mgmt,Excellent,600001956,600001956,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3126,2024-12-02,2027-12-13,60387237,1832,EV Equip & Services,Average,600001949,600001949,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3132,2025-02-19,2027-12-13,60396337,2642,Contingent Labour,Excellent,600002035,600002035,N,139,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
3136,2024-12-14,2027-12-13,60404737,1692,IT,Poor,600002012,600002012,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2740,2015-07-16,2023-07-15,59621837,1812,Telecom Equip,Poor,600000655,600000655,N,111,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3142,2024-12-14,2027-12-13,60424637,2742,Legal Svcs,Good,600001998,600001998,N,111,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
3153,2024-12-14,2027-12-13,60454237,2862,Vegetation Mgmt,Excellent,600002070,600002070,N,129,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3154,2024-12-14,2027-12-13,60454237,2862,Vegetation Mgmt,Excellent,600002071,600002071,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2744,2021-01-20,2024-03-13,59627337,1622,Construct Material,Average,440002370,440002370,N,133,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
3156,2024-12-14,2027-12-13,60464037,2862,Vegetation Mgmt,Excellent,600002132,600002132,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2746,2014-08-15,2021-09-14,59630537,1692,IT,Good,440000935,440000935,N,107,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
3184,2024-12-14,2027-12-13,60521437,2862,Vegetation Mgmt,Average,600002464,600002464,N,129,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
1469,2014-12-14,2027-12-14,57796937,2772,Property & Facility,Poor,440001039,440001039,N,139,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
2771,2024-12-31,2027-12-14,59675037,1692,IT,Average,600001927,600001927,Y,129,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
3189,2025-09-15,2027-12-14,60543137,2632,Consulting Svcs,Developing,600002591,600002591,N,135,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1062,2017-12-14,2027-12-15,54373339,1692,IT,Poor,440001665,440001665,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1512,2020-12-28,2027-12-27,51064650,2672,Engineering & Proj,Poor,600000648,600000648,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
1826,2020-12-28,2027-12-27,52923839,2672,Engineering & Proj,Average,600000652,600000652,N,101,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2754,2021-04-15,2024-02-18,59635837,2622,Construction Equip,Poor,440002571,440002571,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2160,2020-12-28,2027-12-27,54506339,2672,Engineering & Proj,Average,600000644,600000644,N,140,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2756,2022-04-15,2025-04-15,59637037,2842,Transportation Svc,Excellent,600000576,600000576,N,138,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2293,2020-12-28,2027-12-27,55544442,2672,Engineering & Proj,Poor,600000647,600000647,N,140,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2758,2020-10-15,2021-12-13,59640137,2822,Traffic Mgmt Svc,Excellent,440002300,440002300,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2759,2020-10-15,2021-12-13,59642937,2822,Traffic Mgmt Svc,Poor,440002301,440002301,N,138,Services,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Invoice First
2309,2020-12-28,2027-12-27,56062041,2672,Engineering & Proj,Good,600000605,600000605,N,140,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2775,2021-01-06,2028-01-06,59677037,2712,Equip Test/Maint/Rep,Excellent,440002381,440002381,N,111,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2184,2020-12-16,2028-01-09,55559537,1742,Oth Gen Stn Equip,Excellent,440002346,440002346,N,327,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2763,2020-10-13,2024-03-13,59643737,1622,Construct Material,Excellent,440002310,440002310,N,138,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
641,2013-01-13,2028-01-12,52672139,1692,IT,Average,440000055,440000055,N,141,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2765,2020-10-19,2023-11-12,59645938,2732,General Construction,Developing,440002323,440002323,N,309,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1549,2018-01-13,2028-01-12,51225937,2672,Engineering & Proj,Poor,440001666,440001666,N,324,No Auto-PO,"10,000,000.00 CAD",#,SITE C,Service Entry Sheet First
2253,2020-12-14,2028-01-12,55116744,1812,Telecom Equip,Developing,440002665,440002665,N,141,Exception,"10,000,000.00 CAD",NB,UNSECURED,Service Entry Sheet First
2768,2021-04-15,2024-04-13,59665637,2622,Construction Equip,Good,440002409,440002409,N,138,Services,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2254,2022-04-23,2028-01-12,55116744,1812,Telecom Equip,Poor,600000408,600000408,N,701,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2300,2023-01-13,2028-01-12,56386338,2812,Tech/Specialized Svc,Excellent,600000857,600000857,N,117,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2176,2021-01-13,2028-01-13,59134337,2832,Training Svcs,Excellent,440002336,440002336,N,135,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2772,2009-09-15,2021-07-15,59677037,1802,Switchgear,Average,439999495,439999495,N,323,No Auto-PO,"10,000,000.00 CAD",#,UNSECURED,Service Entry Sheet First
10,2017-01-15,2028-01-14,50520938,1812,Telecom Equip,Excellent,429999508,429999508,N,701,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2774,2019-06-15,2022-06-14,59677037,2692,Equip Install & Comm,Excellent,440001974,440001974,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1648,2025-02-09,2028-02-08,57085337,2682,Environment Svc,Poor,600002023,600002023,N,104,No Auto-PO,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
147,2024-03-14,2028-02-12,54343437,1722,MRO-Gen Indus/Safety,Poor,600001437,600001437,N,131,Exception,"10,000,000.00 CAD",FO,NON-CONFIDENTIAL,Service Entry Sheet First
1134,2023-04-25,2028-02-12,56183038,2682,Environment Svc,Average,600001034,600001034,N,139,Exception,"10,000,000.00 CAD",NBF,NON-CONFIDENTIAL,Service Entry Sheet First
2448,2025-09-15,2028-02-12,59289737,1752,Power Transformer,Average,440001542,440001542,N,300,No Auto-PO,"10,000,000.00 CAD",#,UNSECURED,
2452,2025-12-24,2028-02-12,59289739,1752,Power Transformer,Developing,600002541,600002541,N,300,No Auto-PO,"10,000,000.00 CAD",#,UNSECURED,
2295,2025-02-22,2028-02-21,55594237,2832,Training Svcs,Good,600002115,600002115,N,135,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
269,2023-02-25,2028-02-26,49647450,1692,IT,Excellent,600001000,600001000,N,141,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,
1216,2025-03-03,2028-03-01,54671837,2682,Environment Svc,Average,600002096,600002096,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
2783,2020-12-14,2025-03-02,59681637,2642,Contingent Labour,Excellent,440002338,440002338,N,135,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
2784,2020-12-14,2023-12-13,59681737,2642,Contingent Labour,Good,440002348,440002348,N,119,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1224,2025-03-03,2028-03-01,55418739,2682,Environment Svc,Poor,600002101,600002101,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3088,2025-03-03,2028-03-01,60294438,2682,Environment Svc,Good,600002097,600002097,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Invoice First
3158,2025-03-03,2028-03-01,60467337,2682,Environment Svc,Developing,600002359,600002359,N,117,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2788,2021-03-09,2024-06-13,59683637,1722,MRO-Gen Indus/Safety,Average,429999568,429999568,N,703,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
61,2013-03-15,2028-03-13,49613840,1822,Wire And Cable,Excellent,429999443,429999443,N,707,Exception,"10,000,000.00 CAD",NB,UNSECURED,"Invoice First, 5% Tolerance"
325,2025-03-15,2028-03-13,55475937,2842,Transportation Svc,Good,600002273,600002273,N,104,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Invoice First
1377,2025-03-05,2028-03-13,57694637,2842,Transportation Svc,Average,600002059,600002059,N,104,No Auto-PO,"10,000,000.00 CAD",#,NON-CONFIDENTIAL,Service Entry Sheet First
1689,2025-03-15,2028-03-13,55134537,2652,Corporate Svcs,Poor,600002066,600002066,N,110,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
2232,2025-03-15,2028-03-13,54892439,1692,IT,Good,600002183,600002183,N,129,Exception,"10,000,000.00 CAD",NB,NON-CONFIDENTIAL,Service Entry Sheet First
